pmid,year,words,chars,mentions,groups,type,field
19575395,2009,231,1755,3,3,Other or unspecified design,Cardiovascular medicine
21058191,2009,229,1503,11,10,Randomized controlled trial,Oncology
19067404,2009,206,1380,4,4,Other or unspecified design,Obstetrics and gynecology
19403734,2009,289,1899,13,13,Cohort study,Oncology
20088163,2009,250,1540,12,11,Other or unspecified design,Cardiovascular medicine
19425875,2009,294,1990,5,5,Randomized controlled trial,Neurology and psychiatry
19943165,2010,290,2007,4,4,Other or unspecified design,Cardiovascular medicine
20550601,2010,291,1776,9,9,Other or unspecified design,Infectious diseases
22126468,2010,306,1922,8,8,Other or unspecified design,Oncology
20595409,2010,353,2381,8,8,Other or unspecified design,Other or general medicine
20884422,2010,243,1715,11,11,Randomized controlled trial,Cardiovascular medicine
20078256,2010,162,1140,3,3,Cross-sectional study,Obstetrics and gynecology
20732787,2010,415,2862,15,15,Nonrandomized intervention or clinical trial,Other or general medicine
20464112,2010,261,1795,14,14,Randomized controlled trial,Oncology
19800877,2010,215,1431,4,4,Other or unspecified design,Endocrinology and metabolism
20356594,2010,425,3118,8,8,Other or unspecified design,Cardiovascular medicine
19927044,2010,136,910,3,3,Other or unspecified design,Other or general medicine
20631261,2010,797,5193,9,9,Other or unspecified design,Cardiovascular medicine
20205281,2010,256,1608,14,14,Other or unspecified design,Oncology
20159178,2010,220,1524,6,6,Cohort study,Other or general medicine
20061982,2010,263,1855,5,5,Other or unspecified design,Cardiovascular medicine
21091740,2010,287,1888,10,10,Other or unspecified design,Cardiovascular medicine
21121345,2010,211,1431,3,3,Other or unspecified design,Oncology
20624257,2010,264,1838,11,11,Randomized controlled trial,Other or general medicine
19624802,2010,347,2305,7,7,Other or unspecified design,Other or general medicine
22087841,2010,357,2727,3,3,Other or unspecified design,Other or general medicine
20583124,2010,174,1215,3,3,Cohort study,Other or general medicine
21160315,2010,299,2049,6,6,Other or unspecified design,Other or general medicine
20506355,2010,321,2181,3,3,Randomized controlled trial,Cardiovascular medicine
20061413,2010,241,1767,4,4,Other or unspecified design,Oncology
21145254,2010,271,1871,3,3,Other or unspecified design,Endocrinology and metabolism
20715770,2010,318,2167,6,6,Other or unspecified design,Endocrinology and metabolism
22268263,2010,195,1221,3,3,Other or unspecified design,Obstetrics and gynecology
19834731,2010,306,1917,4,4,Other or unspecified design,Other or general medicine
20878324,2010,286,1839,8,8,Randomized controlled trial,Oncology
20828851,2010,216,1465,3,3,Cross-sectional study,Endocrinology and metabolism
20815884,2010,373,2461,5,5,Other or unspecified design,Respiratory medicine
20804617,2010,344,2382,8,8,Case-control study,Neurology and psychiatry
20847998,2010,377,2493,7,7,Case-control study,Other or general medicine
21046025,2010,218,1468,4,4,Other or unspecified design,Other or general medicine
21073625,2010,254,1812,4,4,Other or unspecified design,Pediatrics and neonatology
20687544,2010,342,2338,3,3,Other or unspecified design,Oncology
20846702,2010,279,1800,15,14,Cross-sectional study,Endocrinology and metabolism
21107682,2010,254,1788,13,13,Cohort study,Oncology
20007516,2010,255,1926,3,3,Other or unspecified design,Endocrinology and metabolism
19997984,2010,282,1987,11,11,Other or unspecified design,Oncology
19901014,2010,223,1521,15,14,Nonrandomized intervention or clinical trial,Oncology
20162282,2010,303,1956,6,6,Other or unspecified design,Gastroenterology and hepatobiliary medicine
21147107,2010,247,1685,3,3,Other or unspecified design,Oncology
20838027,2010,210,1569,4,4,Other or unspecified design,Neurology and psychiatry
20424586,2010,203,1532,5,5,Other or unspecified design,Endocrinology and metabolism
20955266,2010,268,1872,9,9,Randomized controlled trial,Oncology
20661012,2010,276,1855,21,18,Other or unspecified design,Oncology
21091586,2010,264,1789,13,12,Other or unspecified design,Pediatrics and neonatology
20922511,2010,305,2096,5,5,Other or unspecified design,Cardiovascular medicine
21029008,2010,321,2171,15,15,Other or unspecified design,Infectious diseases
20586113,2010,215,1467,3,3,Other or unspecified design,Respiratory medicine
20685672,2010,259,1847,4,4,Other or unspecified design,Neurology and psychiatry
20803356,2010,268,1775,6,6,Other or unspecified design,Cardiovascular medicine
20368304,2010,290,1961,3,3,Cohort study,Cardiovascular medicine
21078068,2010,251,1746,12,12,Other or unspecified design,Gastroenterology and hepatobiliary medicine
20338978,2010,221,1435,6,6,Randomized controlled trial,Endocrinology and metabolism
20300731,2010,262,1922,3,3,Other or unspecified design,Cardiovascular medicine
21079397,2010,285,2046,12,12,Other or unspecified design,Neurology and psychiatry
21892855,2010,190,1372,3,3,Other or unspecified design,Endocrinology and metabolism
21109910,2010,293,1960,12,12,Cross-sectional study,Cardiovascular medicine
23875517,2010,163,1096,4,4,Other or unspecified design,Endocrinology and metabolism
20929696,2010,276,2015,9,9,Other or unspecified design,Cardiovascular medicine
20675955,2010,268,1937,3,3,Randomized controlled trial,Cardiovascular medicine
20971212,2010,202,1358,6,6,Other or unspecified design,Respiratory medicine
20642944,2010,329,2235,11,11,Randomized controlled trial,Surgery and orthopedics
19282292,2010,170,1246,3,3,Other or unspecified design,Oncology
19843236,2010,255,1701,9,8,Case-control study,Respiratory medicine
21430378,2010,215,1385,4,4,Cross-sectional study,Cardiovascular medicine
20835509,2010,266,1748,7,7,Other or unspecified design,Cardiovascular medicine
20413518,2010,309,2014,24,23,Other or unspecified design,Endocrinology and metabolism
20849407,2010,276,1875,9,9,Other or unspecified design,Respiratory medicine
20809682,2010,293,1987,9,9,Other or unspecified design,Endocrinology and metabolism
20516417,2010,296,2082,25,25,Cohort study,Cardiovascular medicine
20117459,2010,245,1814,9,9,Other or unspecified design,Cardiovascular medicine
20971741,2010,247,1755,8,8,Other or unspecified design,Oncology
20558497,2011,225,1480,6,6,Meta-analysis or systematic review,Endocrinology and metabolism
21789865,2011,272,1805,9,9,Other or unspecified design,Other or general medicine
21491172,2011,297,2254,9,9,Other or unspecified design,Cardiovascular medicine
22701542,2011,235,1587,3,3,Other or unspecified design,Cardiovascular medicine
21505207,2011,219,1507,16,16,Questionnaire or survey study,Cardiovascular medicine
22213685,2011,166,1289,3,3,Other or unspecified design,Other or general medicine
21679633,2011,279,1633,9,9,Other or unspecified design,Cardiovascular medicine
21289521,2011,338,2252,25,25,Other or unspecified design,Oncology
22876543,2011,289,1787,8,8,Randomized controlled trial,Pediatrics and neonatology
21409383,2011,353,2216,5,5,Randomized controlled trial,Oncology
22043750,2011,191,1204,4,4,Other or unspecified design,Pediatrics and neonatology
20336149,2011,228,1654,11,11,Other or unspecified design,Cardiovascular medicine
21192190,2011,219,1397,4,4,Case report or case series,Neurology and psychiatry
21996202,2011,325,2350,6,6,Other or unspecified design,Cardiovascular medicine
20829333,2011,267,1837,3,3,Other or unspecified design,Cardiovascular medicine
22050386,2011,195,1205,4,4,Other or unspecified design,Neurology and psychiatry
21310313,2011,267,1904,9,8,Other or unspecified design,Cardiovascular medicine
21358413,2011,440,2877,9,9,Other or unspecified design,Neurology and psychiatry
21245835,2011,285,2080,6,6,Cohort study,Gastroenterology and hepatobiliary medicine
21558668,2011,238,1501,5,5,Other or unspecified design,Cardiovascular medicine
21624043,2011,266,1690,6,6,Other or unspecified design,Cardiovascular medicine
22968341,2011,247,1659,15,15,Diagnostic accuracy study,Endocrinology and metabolism
21487718,2011,230,1623,3,3,Cohort study,Oncology
21501193,2011,153,978,10,10,Other or unspecified design,Other or general medicine
21748312,2011,223,1525,19,19,Other or unspecified design,Obstetrics and gynecology
22948067,2011,219,1503,3,3,Cross-sectional study,Other or general medicine
21573022,2011,276,1750,3,3,Other or unspecified design,Endocrinology and metabolism
21319285,2011,235,1601,5,5,Cohort study,Pediatrics and neonatology
21503747,2011,217,1442,10,10,Other or unspecified design,Oncology
21649528,2011,221,1492,4,4,Other or unspecified design,Cardiovascular medicine
21635154,2011,249,1653,17,17,Other or unspecified design,Endocrinology and metabolism
21115620,2011,264,1704,12,12,Other or unspecified design,Cardiovascular medicine
21757836,2011,116,790,3,3,Other or unspecified design,Cardiovascular medicine
21719412,2011,346,2252,10,10,Randomized controlled trial,Gastroenterology and hepatobiliary medicine
21270185,2011,278,1926,13,11,Randomized controlled trial,Cardiovascular medicine
21502435,2011,177,1226,3,3,Other or unspecified design,Oncology
21336119,2011,338,2555,17,15,Randomized controlled trial,Oncology
21087229,2011,238,1494,8,8,Other or unspecified design,Pediatrics and neonatology
21645435,2011,209,1249,3,3,Other or unspecified design,Neurology and psychiatry
22624000,2011,252,1660,16,16,Other or unspecified design,Endocrinology and metabolism
21286851,2011,215,1559,3,3,Other or unspecified design,Cardiovascular medicine
22374365,2011,197,1336,10,10,Cross-sectional study,Cardiovascular medicine
21565418,2011,268,1947,6,6,Meta-analysis or systematic review,Oncology
21897207,2011,275,1795,10,10,Diagnostic accuracy study,Oncology
20861193,2011,262,1884,23,22,Cross-sectional study,Cardiovascular medicine
21399532,2011,272,1650,14,14,Other or unspecified design,Other or general medicine
21515868,2011,288,2151,9,9,Other or unspecified design,Surgery and orthopedics
22200915,2011,211,1388,12,10,Other or unspecified design,Other or general medicine
21036913,2011,271,1981,7,7,Other or unspecified design,Neurology and psychiatry
21334400,2011,265,1738,15,15,Other or unspecified design,Oncology
22313065,2011,289,1913,7,7,Cohort study,Cardiovascular medicine
21621824,2011,259,1777,12,12,Qualitative study,Other or general medicine
21346923,2011,1195,7945,36,36,Other or unspecified design,Endocrinology and metabolism
21962188,2011,259,1762,6,5,Case report or case series,Oncology
21817131,2011,229,1618,5,5,Other or unspecified design,Other or general medicine
21255476,2011,281,1777,3,3,Other or unspecified design,Public health and epidemiology
21435188,2011,281,2010,3,3,Cohort study,Cardiovascular medicine
21464464,2011,170,1305,4,4,Cross-sectional study,Endocrinology and metabolism
21036535,2011,236,1695,4,4,Other or unspecified design,Oncology
21995559,2011,263,1879,10,10,Other or unspecified design,Cardiovascular medicine
21505767,2011,208,1432,4,4,Other or unspecified design,Oncology
21724872,2011,219,1575,8,8,Other or unspecified design,Other or general medicine
20921214,2011,153,1039,3,3,Other or unspecified design,Cardiovascular medicine
20959784,2011,367,2565,4,4,Randomized controlled trial,Cardiovascular medicine
21864489,2011,265,1835,4,4,Other or unspecified design,Oncology
23082211,2011,318,1988,8,8,Questionnaire or survey study,Cardiovascular medicine
21722610,2011,214,1463,4,4,Other or unspecified design,Other or general medicine
21406611,2011,252,1633,10,10,Other or unspecified design,Oncology
25474682,2011,189,1238,9,9,Other or unspecified design,Cardiovascular medicine
23082568,2011,269,1749,9,9,Other or unspecified design,Endocrinology and metabolism
20880100,2011,193,1363,17,17,Questionnaire or survey study,Endocrinology and metabolism
20817668,2011,400,2556,15,15,Other or unspecified design,Endocrinology and metabolism
22102705,2011,165,1073,3,3,Cohort study,Obstetrics and gynecology
22495250,2012,259,1812,8,8,Other or unspecified design,Cardiovascular medicine
23042765,2012,249,1806,4,4,Other or unspecified design,Oncology
22796461,2012,257,1816,13,12,Other or unspecified design,Oncology
23006034,2012,220,1425,7,7,Other or unspecified design,Public health and epidemiology
21779787,2012,282,1845,8,8,Other or unspecified design,Oncology
22868370,2012,272,1883,4,4,Other or unspecified design,Oncology
22397653,2012,348,2314,4,4,Randomized controlled trial,Other or general medicine
23108746,2012,225,1443,7,7,Case-control study,Endocrinology and metabolism
22464363,2012,270,2009,11,11,Other or unspecified design,Other or general medicine
21303810,2012,253,1597,6,6,Other or unspecified design,Other or general medicine
21777201,2012,255,1780,6,6,Other or unspecified design,Cardiovascular medicine
21538428,2012,266,1829,8,8,Other or unspecified design,Oncology
22887791,2012,272,1862,14,14,Other or unspecified design,Oncology
22417126,2012,214,1551,6,6,Case report or case series,Other or general medicine
23768444,2012,267,1798,3,3,Other or unspecified design,Endocrinology and metabolism
22435948,2012,277,1964,4,4,Other or unspecified design,Cardiovascular medicine
22362086,2012,253,1748,5,5,Cohort study,Other or general medicine
22546820,2012,269,1897,3,3,Other or unspecified design,Oncology
23285232,2012,282,1969,7,7,Other or unspecified design,Endocrinology and metabolism
23159590,2012,168,1241,4,4,Diagnostic accuracy study,Oncology
23040626,2012,270,1757,6,6,Cohort study,Oncology
23326992,2012,188,1176,7,7,Other or unspecified design,Surgery and orthopedics
22509775,2012,219,1575,4,4,Nonrandomized intervention or clinical trial,Neurology and psychiatry
21970465,2012,267,1940,11,11,Other or unspecified design,Respiratory medicine
22724029,2012,293,1942,19,19,Randomized controlled trial,Other or general medicine
23025296,2012,204,1354,7,7,Other or unspecified design,Cardiovascular medicine
22496351,2012,249,1867,4,4,Other or unspecified design,Oncology
22908206,2012,257,1968,5,5,Other or unspecified design,Cardiovascular medicine
23070128,2012,158,1121,3,3,Randomized controlled trial,Other or general medicine
22161771,2012,262,1953,4,4,Meta-analysis or systematic review,Oncology
23409025,2012,249,1786,3,3,Other or unspecified design,Obstetrics and gynecology
23311802,2012,238,1408,10,10,Other or unspecified design,Surgery and orthopedics
22609122,2012,313,2372,10,10,Other or unspecified design,Oncology
22341043,2012,284,2093,5,5,Other or unspecified design,Oncology
22079117,2012,224,1501,10,10,Other or unspecified design,Other or general medicine
22750965,2012,299,1839,4,3,Other or unspecified design,Cardiovascular medicine
22023846,2012,241,1772,4,4,Other or unspecified design,Infectious diseases
22906847,2012,216,1428,5,5,Randomized controlled trial,Cardiovascular medicine
22829102,2012,315,2144,10,10,Randomized controlled trial,Obstetrics and gynecology
23391676,2012,283,1836,10,10,Other or unspecified design,Other or general medicine
22492156,2012,176,1311,5,5,Other or unspecified design,Respiratory medicine
22235821,2012,204,1401,5,4,Randomized controlled trial,Cardiovascular medicine
22734111,2012,255,1677,3,3,Other or unspecified design,Gastroenterology and hepatobiliary medicine
22418829,2012,212,1538,7,7,Randomized controlled trial,Other or general medicine
23520478,2012,306,2321,7,7,Randomized controlled trial,Infectious diseases
22582544,2012,147,1042,10,10,Other or unspecified design,Endocrinology and metabolism
22975101,2012,282,1844,9,9,Other or unspecified design,Cardiovascular medicine
22315980,2012,206,1388,4,4,Other or unspecified design,Cardiovascular medicine
21549519,2012,260,1794,10,10,Other or unspecified design,Oncology
22329370,2012,291,1841,16,16,Other or unspecified design,Gastroenterology and hepatobiliary medicine
21277108,2012,306,2195,7,7,Cohort study,Oncology
22804749,2012,580,4034,21,19,Randomized controlled trial,Oncology
23302446,2012,197,1417,3,3,Randomized controlled trial,Neurology and psychiatry
22321084,2012,191,1443,4,4,Other or unspecified design,Gastroenterology and hepatobiliary medicine
23126349,2012,250,1713,13,13,Randomized controlled trial,Cardiovascular medicine
22249647,2012,240,1766,6,6,Randomized controlled trial,Cardiovascular medicine
21922453,2012,264,1724,9,9,Other or unspecified design,Endocrinology and metabolism
22644091,2012,243,1741,5,5,Other or unspecified design,Other or general medicine
23137067,2012,233,1688,16,16,Other or unspecified design,Cardiovascular medicine
22990506,2012,242,1620,10,10,Other or unspecified design,Cardiovascular medicine
23019396,2012,248,1735,12,12,Questionnaire or survey study,Oncology
22178250,2012,234,1678,7,7,Other or unspecified design,Cardiovascular medicine
24220165,2012,248,1468,12,12,Other or unspecified design,Pediatrics and neonatology
22715363,2012,322,2099,8,8,Other or unspecified design,Infectious diseases
22743721,2012,210,1359,5,5,Other or unspecified design,Gastroenterology and hepatobiliary medicine
22900702,2012,176,1186,3,3,Randomized controlled trial,Cardiovascular medicine
22589000,2012,281,1866,4,4,Other or unspecified design,Respiratory medicine
22736635,2012,198,1269,9,9,Other or unspecified design,Infectious diseases
23762460,2012,287,2136,11,11,Cross-sectional study,Cardiovascular medicine
22223192,2012,264,1792,11,11,Other or unspecified design,Surgery and orthopedics
23208465,2012,202,1433,5,5,Other or unspecified design,Cardiovascular medicine
23941129,2013,273,1849,9,9,Other or unspecified design,Cardiovascular medicine
23856360,2013,316,2284,8,8,Other or unspecified design,Gastroenterology and hepatobiliary medicine
23581721,2013,393,2640,11,11,Cohort study,Cardiovascular medicine
23189958,2013,226,1508,19,19,Other or unspecified design,Oncology
23835511,2013,266,1905,7,7,Randomized controlled trial,Infectious diseases
23061531,2013,289,1908,13,13,Randomized controlled trial,Cardiovascular medicine
23145943,2013,332,2231,6,6,Other or unspecified design,Cardiovascular medicine
22819528,2013,264,2036,5,5,Cohort study,Endocrinology and metabolism
24235954,2013,222,1445,7,7,Cross-sectional study,Other or general medicine
24362925,2013,876,6070,13,13,Meta-analysis or systematic review,Other or general medicine
23410602,2013,273,1777,8,8,Other or unspecified design,Endocrinology and metabolism
23638904,2013,205,1252,3,3,Other or unspecified design,Endocrinology and metabolism
23886771,2013,221,1455,6,6,Other or unspecified design,Oncology
23952345,2013,358,2468,7,7,Other or unspecified design,Oncology
23143205,2013,285,2004,8,8,Other or unspecified design,Cardiovascular medicine
24290868,2013,278,1968,16,16,Meta-analysis or systematic review,Gastroenterology and hepatobiliary medicine
24248816,2013,271,1709,5,5,Other or unspecified design,Oncology
23844634,2013,252,1623,6,6,Diagnostic accuracy study,Endocrinology and metabolism
24548580,2013,272,1783,8,8,Other or unspecified design,Endocrinology and metabolism
23670354,2013,179,1246,4,4,Randomized controlled trial,Endocrinology and metabolism
24902022,2013,265,1854,4,4,Case-control study,Other or general medicine
22816599,2013,303,1836,4,4,Other or unspecified design,Neurology and psychiatry
23580698,2013,283,1832,3,3,Case-control study,Oncology
23395200,2013,246,1713,11,11,Other or unspecified design,Endocrinology and metabolism
23418529,2013,253,1647,7,7,Cross-sectional study,Endocrinology and metabolism
23759037,2013,367,2402,3,3,Other or unspecified design,Oncology
22537976,2013,265,1822,14,14,Cohort study,Cardiovascular medicine
24183755,2013,219,1471,5,5,Other or unspecified design,Endocrinology and metabolism
23139259,2013,243,1603,15,15,Randomized controlled trial,Oncology
23824244,2013,301,1974,7,6,Other or unspecified design,Cardiovascular medicine
23520170,2013,219,1465,3,3,Other or unspecified design,Cardiovascular medicine
24056403,2013,280,1751,5,5,Other or unspecified design,Oncology
23521170,2013,388,2472,8,8,Randomized controlled trial,Cardiovascular medicine
23437959,2013,269,1900,17,16,Randomized controlled trial,Pediatrics and neonatology
24182687,2013,253,1747,24,24,Cohort study,Cardiovascular medicine
23731042,2013,270,1853,9,9,Other or unspecified design,Surgery and orthopedics
24170759,2013,286,1929,14,14,Randomized controlled trial,Cardiovascular medicine
23561587,2013,273,1904,3,3,Other or unspecified design,Cardiovascular medicine
23764436,2013,255,1692,5,5,Randomized controlled trial,Endocrinology and metabolism
24151864,2013,297,1884,10,9,Other or unspecified design,Endocrinology and metabolism
23873621,2013,264,1937,7,7,Other or unspecified design,Oncology
23445569,2013,423,2894,4,4,Other or unspecified design,Oncology
23355407,2013,190,1375,3,3,Other or unspecified design,Surgery and orthopedics
23458594,2013,215,1530,15,14,Other or unspecified design,Cardiovascular medicine
23213086,2013,251,1750,9,9,Other or unspecified design,Gastroenterology and hepatobiliary medicine
24040114,2013,298,2008,7,7,Randomized controlled trial,Oncology
23065919,2013,283,1715,6,6,Diagnostic accuracy study,Endocrinology and metabolism
25213798,2013,374,2479,12,12,Other or unspecified design,Pediatrics and neonatology
23054463,2013,287,1864,12,12,Cohort study,Cardiovascular medicine
24491463,2013,294,2085,8,8,Randomized controlled trial,Surgery and orthopedics
24283518,2013,288,2166,17,16,Cohort study,Oncology
24279226,2013,257,1748,12,12,Other or unspecified design,Cardiovascular medicine
23857958,2013,231,1549,5,5,Nonrandomized intervention or clinical trial,Oncology
24551111,2013,290,2136,13,13,Other or unspecified design,Infectious diseases
24171502,2013,286,1793,14,14,Other or unspecified design,Endocrinology and metabolism
24211071,2013,244,1587,13,13,Other or unspecified design,Respiratory medicine
23992543,2013,330,2008,19,19,Other or unspecified design,Endocrinology and metabolism
24624336,2013,257,1880,4,4,Other or unspecified design,Other or general medicine
24285150,2013,263,1777,4,4,Other or unspecified design,Gastroenterology and hepatobiliary medicine
24355548,2013,258,1845,18,18,Other or unspecified design,Neurology and psychiatry
23466657,2013,217,1442,5,5,Other or unspecified design,Pediatrics and neonatology
23011357,2013,318,2076,10,10,Other or unspecified design,Endocrinology and metabolism
24278943,2013,308,2182,4,4,Other or unspecified design,Other or general medicine
23594003,2013,278,1920,7,7,Randomized controlled trial,Other or general medicine
24523584,2013,337,2358,3,3,Cross-sectional study,Cardiovascular medicine
23927315,2013,499,3543,6,6,Other or unspecified design,Other or general medicine
23580116,2013,268,1749,11,11,Other or unspecified design,Other or general medicine
23696632,2013,278,1880,20,19,Other or unspecified design,Respiratory medicine
23970634,2013,203,1403,10,9,Cohort study,Infectious diseases
24008607,2013,262,1841,8,8,Other or unspecified design,Endocrinology and metabolism
24395922,2014,263,1842,4,4,Cohort study,Cardiovascular medicine
25413229,2014,267,1692,4,4,Case report or case series,Cardiovascular medicine
24400991,2014,200,1385,4,4,Other or unspecified design,Cardiovascular medicine
23975006,2014,304,2150,12,12,Nonrandomized intervention or clinical trial,Endocrinology and metabolism
24078486,2014,240,1596,6,6,Other or unspecified design,Cardiovascular medicine
24090951,2014,202,1477,3,3,Questionnaire or survey study,Neurology and psychiatry
24998366,2014,258,1830,4,4,Other or unspecified design,Other or general medicine
25100284,2014,229,1620,6,6,Meta-analysis or systematic review,Oncology
26673202,2014,220,1512,11,11,Other or unspecified design,Cardiovascular medicine
24656319,2014,291,1801,14,14,Other or unspecified design,Cardiovascular medicine
24215127,2014,223,1502,8,8,Other or unspecified design,Cardiovascular medicine
25274393,2014,271,1830,11,11,Randomized controlled trial,Cardiovascular medicine
25366730,2014,217,1483,12,8,Meta-analysis or systematic review,Cardiovascular medicine
24532682,2014,257,1778,8,8,Other or unspecified design,Infectious diseases
25117573,2014,266,1769,12,11,Other or unspecified design,Infectious diseases
25673982,2014,273,1801,7,6,Other or unspecified design,Cardiovascular medicine
25006201,2014,258,1856,3,3,Other or unspecified design,Cardiovascular medicine
26325258,2014,281,1974,16,16,Questionnaire or survey study,Cardiovascular medicine
24962242,2014,333,2227,28,26,Randomized controlled trial,Other or general medicine
24735134,2014,287,2000,5,5,Randomized controlled trial,Endocrinology and metabolism
24306512,2014,265,1936,3,3,Other or unspecified design,Oncology
23834756,2014,234,1574,8,8,Other or unspecified design,Cardiovascular medicine
26306952,2014,244,1587,16,16,Cross-sectional study,Other or general medicine
25102087,2014,166,1090,6,6,Questionnaire or survey study,Neurology and psychiatry
24582071,2014,265,1796,15,15,Randomized controlled trial,Other or general medicine
25374232,2014,282,1724,12,12,Other or unspecified design,Oncology
24996250,2014,194,1485,7,7,Other or unspecified design,Cardiovascular medicine
24762000,2014,361,2315,5,5,Other or unspecified design,Cardiovascular medicine
24156628,2014,266,1719,29,26,Other or unspecified design,Oncology
24868031,2014,284,1950,11,10,Cohort study,Other or general medicine
24839823,2014,284,1825,5,3,Other or unspecified design,Pediatrics and neonatology
24982221,2014,222,1713,3,3,Other or unspecified design,Oncology
25052227,2014,276,1796,11,11,Randomized controlled trial,Endocrinology and metabolism
25511579,2014,213,1520,4,4,Other or unspecified design,Cardiovascular medicine
24726441,2014,259,1833,4,4,Other or unspecified design,Neurology and psychiatry
25567820,2014,224,1542,9,9,Cohort study,Endocrinology and metabolism
24169821,2014,273,1839,8,8,Randomized controlled trial,Cardiovascular medicine
23695895,2014,200,1334,3,3,Other or unspecified design,Endocrinology and metabolism
25192699,2014,162,1115,6,6,Other or unspecified design,Cardiovascular medicine
25040985,2014,594,3423,4,4,Other or unspecified design,Oncology
25193692,2014,370,2648,6,6,Other or unspecified design,Oncology
24333022,2014,303,1880,4,4,Other or unspecified design,Oncology
25476065,2014,243,1565,5,5,Case-control study,Obstetrics and gynecology
25459247,2014,372,2410,8,8,Case report or case series,Oncology
25098308,2014,249,1755,5,5,Other or unspecified design,Oncology
24793473,2014,179,1274,6,6,Other or unspecified design,Neurology and psychiatry
24699205,2014,317,2278,5,5,Other or unspecified design,Other or general medicine
24448756,2014,284,1742,12,12,Randomized controlled trial,Endocrinology and metabolism
24801452,2014,312,1775,7,7,Other or unspecified design,Cardiovascular medicine
24445504,2014,313,2033,12,11,Other or unspecified design,Respiratory medicine
25193528,2014,276,1783,18,18,Other or unspecified design,Endocrinology and metabolism
25087679,2014,320,2348,6,6,Case report or case series,Oncology
24328727,2014,340,2347,6,6,Nonrandomized intervention or clinical trial,Cardiovascular medicine
25128441,2014,240,1513,10,9,Cohort study,Oncology
25354740,2014,205,1342,6,6,Other or unspecified design,Endocrinology and metabolism
25295655,2014,318,2244,12,12,Cohort study,Neurology and psychiatry
24393424,2014,314,2051,7,7,Randomized controlled trial,Infectious diseases
24714828,2014,266,1945,6,6,Other or unspecified design,Cardiovascular medicine
25187084,2014,280,1708,6,6,Other or unspecified design,Cardiovascular medicine
25128745,2014,263,1819,4,4,Other or unspecified design,Cardiovascular medicine
25358603,2014,225,1567,5,5,Meta-analysis or systematic review,Neurology and psychiatry
24767408,2014,229,1499,6,6,Other or unspecified design,Other or general medicine
25531677,2014,286,2025,6,6,Randomized controlled trial,Endocrinology and metabolism
25480935,2014,229,1533,15,15,Cohort study,Cardiovascular medicine
24664641,2014,257,1853,3,3,Other or unspecified design,Endocrinology and metabolism
25044657,2014,208,1589,3,3,Other or unspecified design,Other or general medicine
25135724,2014,247,1692,9,9,Randomized controlled trial,Endocrinology and metabolism
24470464,2014,279,2013,6,6,Other or unspecified design,Cardiovascular medicine
24379008,2014,267,1786,6,6,Diagnostic accuracy study,Oncology
24000244,2014,159,1296,3,3,Other or unspecified design,Other or general medicine
24748471,2014,277,1722,6,6,Case-control study,Endocrinology and metabolism
26078255,2015,273,1913,8,8,Meta-analysis or systematic review,Endocrinology and metabolism
26336025,2015,162,1062,3,3,Other or unspecified design,Other or general medicine
25937001,2015,380,2430,12,12,Case report or case series,Pediatrics and neonatology
24841432,2015,270,1760,4,4,Questionnaire or survey study,Endocrinology and metabolism
26571012,2015,224,1543,4,4,Randomized controlled trial,Endocrinology and metabolism
25574099,2015,328,2378,8,8,Other or unspecified design,Gastroenterology and hepatobiliary medicine
24506466,2015,224,1412,6,6,Other or unspecified design,Other or general medicine
25814824,2015,370,2506,7,7,Other or unspecified design,Oncology
25916257,2015,253,1695,7,7,Other or unspecified design,Cardiovascular medicine
25658037,2015,277,1878,5,5,Other or unspecified design,Endocrinology and metabolism
25369749,2015,288,2034,8,8,Other or unspecified design,Oncology
24972975,2015,252,1697,5,5,Nonrandomized intervention or clinical trial,Endocrinology and metabolism
25658881,2015,271,1952,3,3,Randomized controlled trial,Other or general medicine
26415325,2015,280,1904,6,6,Other or unspecified design,Oncology
26391729,2015,303,2014,17,17,Other or unspecified design,Pediatrics and neonatology
26004947,2015,381,2483,20,20,Other or unspecified design,Cardiovascular medicine
24756987,2015,263,1708,3,3,Nonrandomized intervention or clinical trial,Cardiovascular medicine
26573715,2015,244,1768,4,4,Cohort study,Cardiovascular medicine
26171883,2015,265,1885,10,10,Other or unspecified design,Oncology
26358884,2015,370,2482,6,6,Other or unspecified design,Surgery and orthopedics
25669165,2015,158,1117,11,11,Other or unspecified design,Obstetrics and gynecology
25673251,2015,326,1917,9,9,Other or unspecified design,Surgery and orthopedics
26045745,2015,172,1224,3,3,Other or unspecified design,Oncology
25661986,2015,211,1405,5,5,Other or unspecified design,Cardiovascular medicine
26411365,2015,324,2388,3,3,Other or unspecified design,Oncology
25488197,2015,290,1830,12,11,Other or unspecified design,Respiratory medicine
26808474,2015,283,2094,9,9,Randomized controlled trial,Cardiovascular medicine
26684058,2015,289,2004,7,7,Cross-sectional study,Cardiovascular medicine
25896845,2015,247,1673,8,8,Cohort study,Gastroenterology and hepatobiliary medicine
26645871,2015,386,2433,10,9,Other or unspecified design,Other or general medicine
26423732,2015,381,2429,11,11,Randomized controlled trial,Oncology
25899007,2015,305,2205,9,7,Randomized controlled trial,Obstetrics and gynecology
26259839,2015,248,1708,11,11,Cohort study,Infectious diseases
26141912,2015,258,1787,15,15,Other or unspecified design,Cardiovascular medicine
26390998,2015,387,2709,15,13,Randomized controlled trial,Cardiovascular medicine
